"1","Hubiz Noisy le Sec","Gare SNCF","93130","Noisy le Sec"
"1","CLAMART","29 Avenue Jean Jaures","92140","CLAMART"
"1","Relay La Défense","Station La Défense RER","92800","Puteaux"
"1","BOURG LA REINE","84 Avenue du Général Leclerc","92340","BOURG LA REINE"
"1","BOIS COLOMBES BRUYERES","17 Rue Hispano Suiza","92270","BOIS COLOMBES"
"1","SURESNES","2 Place Gal Leclerc","92150","SURESNES"
"1","VALLEES SUD","1 Avenue J. Froment","92250","LA GARENNE COLOMBES"
"1","JOINVILLE","38 Rue de Paris","94340","JOINVILLE LE PONT"
"1","LA GARENNE","21 Rue Voltaire","92250","LA GARENNE COLOMBES"
"1","CRETEIL SOLEIL","1 Avenue du Général de Gaulle","94000","CRETEIL"
"1","ROSNY SOUS BOIS","2-4 rue du Général Gallieni","93110","Rosny-Sous-Bois"
"1","SCEAUX HOUDAN MARCHE","13 Rue Houdan","92330","SCEAUX"
"1","SAINT CLOUD","20 Rue de l'Eglise","92210","SAINT-CLOUD"
"1","MEUDON","38 Rue de la République","92190","MEUDON"
"1","DRANCY BARBUSSE","114 Avenue Henry Barbusse","93700","DRANCY"
"1","SCEAUX","198 Rue Houdan","92230","SCEAUX"
"1","POLANGIS","32 Avenue du Gal Gallieni","94340","JOINVILLE LE PONT"
"1","NOGENT","142 Grande Rue Charles de Gaulle","94130","NOGENT S/MARNE"
"1","SAINT CLOUD REPUBLIQUE","67 Boulevard de la République","92210","SAINT-CLOUD"
"1","SURESNES VAL D'OR","37 avenue Edouard Vaillant","92150","SURESNES"
"1","SAINT MAUR CRETEIL","35 Rue du Pont Créteil","94100","SAINT MAUR"
"1","COLOMBES ST DENIS","70 Rue Saint Denis","92700","COLOMBES"
"1","LE PLESSIS ROBINSON"," 7 Grand Place","92350","LE PLESSIS ROBINSON"
"1","CRETEIL","27 Rue du Gal Leclerc","94000","CRETEIL"
"1","SEVRES BANLIEUE","84 Grande Rue","92310","SEVRES"
"1","NEUILLY PLAISANCE","34 Bis Avenue du Maréchal Foch","93360","NEUILLY PLAISANCE"
"1","LE PERREUX","128 Avenue du Général de Gaulle","94170","LE PERREUX SUR MARNE"
"1","CHATENAY MALABRY","106 Rue Jean Longuet - Lot 204","92290","Chatenay Malabry"
"1","BELLE EPINE","Belle Epine 740","94320","THIAIS"
"1","SAINT MAUR PARC","6 Avenue Charles de Gaulle","94100","SAINT MAUR DES FOSSES"
"1","ADAMVILLE","7 Rue Baratte Cholet","94106","SAINT MAUR DES FOSSES"
"1","ANTONY","3 Avenue de la Division Leclerc","92160","ANTONY"
"1","VILLEMOMBLE","39 Avenue Outrebon","93250","VILLEMOMBLE"
"1","NANTERRE","1 Rue Maurice Thorez","92000","NANTERRE"
"1","ARGENTEUIL","26 Avenue Gabriel Péri","95100","ARGENTEUIL"
"1","CHAVILLE","491 Avenue Roger Salengro","92370","CHAVILLE"
"1","GARCHES","13 Bis Avenue Joffre","92380","GARCHES"
"1","VILLE D'AVRAY","7 7 Rue de Saint Cloud","92410","VILLE D'AVRAY"
"1","LE RAINCY","22 Avenue de la Résistance","93340","LE RAINCY"
"1","BRY SUR MARNE","64 Grande Rue Charles de Gaulle","94360","BRY SUR MARNE"
"1","CHAMPIGNY","6 Place Lénine","94500","CHAMPIGNY"
